30d_MeanReturn,30d_StdReturn,30d_Sharpe,30d_TotalRR,60d_MeanReturn,60d_StdReturn,60d_Sharpe,60d_TotalRR,90d_MeanReturn,90d_StdReturn,90d_Sharpe,90d_TotalRR,180d_MeanReturn,180d_StdReturn,180d_Sharpe,180d_TotalRR,365d_MeanReturn,365d_StdReturn,365d_Sharpe,365d_TotalRR,FG_Threshold,Days_in_Low_Min,FG_Trend_Min,MA200_condition,Vol_Max,VIX_Max,Num_Entries
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,6,1,0.0,above,0.25,20,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,6,1,0.0,above,0.25,25,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,6,1,0.0,above,0.2,20,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,6,1,0.0,above,0.2,25,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,6,1,0.0,above,0.2,30,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,5,1,0.0,above,0.2,25,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,5,1,0.0,above,0.2,30,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,5,1,0.0,above,0.25,20,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,5,1,0.0,above,0.25,25,3
5.745304612032228,2.7946047806953227,2.055855859018013,14.3222161785942,5.169012741169334,2.7961573110152695,1.8486129949864996,11.838626731958811,8.938373569045686,2.686253367799111,3.3274499256818184,14.548980994355375,10.133348074907042,0.7438866245519243,13.622167330956923,17.263380656507795,6.766829291024159,5.355180585111904,1.2636043142666042,16.822412818629328,5,1,0.0,above,0.25,30,3
